District name,Category,Student group,2021-2022 student count - year to date,2021-2022 attendance rate - year to date,2020-2021 student count,2020-2021 attendance rate,2019-2020 student count,2019-2020 attendance rate,Coordinates
Cheshire School District,Race/Ethnicity,White,3146,0.9476,3197.0,0.9711,3224.0,0.957,"41.499783011, -72.902074015)"
Cheshire School District,High Needs,Students Without High Needs,3041,0.954,3012.0,0.9783,3092.0,0.9625,"41.499783011, -72.902074015)"
Cheshire School District,High Needs,Students With High Needs,1040,0.9259,1066.0,0.948,1007.0,0.9398,"41.499783011, -72.902074015)"
Chester School District,,All Students,214,0.9563,208.0,0.9742,188.0,0.9723,"41.40305698, -72.457667018)"
Chester School District,Students With Disabilities,Students With Disabilities,29,0.9545,24.0,0.9687,25.0,0.9633,"41.40305698, -72.457667018)"
Chester School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,54,0.9457,53.0,0.9629,43.0,0.9619,"41.40305698, -72.457667018)"
Chester School District,Race/Ethnicity,White,191,0.9574,182.0,0.9764,165.0,0.9717,"41.40305698, -72.457667018)"
Chester School District,High Needs,Students Without High Needs,145,0.9607,132.0,0.9796,129.0,0.9764,"41.40305698, -72.457667018)"
Chester School District,High Needs,Students With High Needs,67,0.948,66.0,0.9641,59.0,0.9633,"41.40305698, -72.457667018)"
Clinton School District,,All Students,1493,0.939,1549.0,0.9536,1624.0,0.9454,"41.296959017, -72.521066979)"
Clinton School District,Students With Disabilities,Students With Disabilities,202,0.9103,208.0,0.9371,218.0,0.9326,"41.296959017, -72.521066979)"
Clinton School District,Free/Reduced Lunch,Free Meal Eligible,400,0.9243,428.0,0.9273,454.0,0.9358,"41.296959017, -72.521066979)"
Clinton School District,Free/Reduced Lunch,Reduced Price Meal Eligible,126,0.939,143.0,0.9535,122.0,0.941,"41.296959017, -72.521066979)"
Clinton School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,526,0.9278,571.0,0.9339,576.0,0.9369,"41.296959017, -72.521066979)"
Clinton School District,English Learners,English Learners,126,0.9403,106.0,0.9292,101.0,0.9477,"41.296959017, -72.521066979)"
Clinton School District,Race/Ethnicity,Hispanic/Latino of any race,324,0.9403,321.0,0.9427,299.0,0.9516,"41.296959017, -72.521066979)"
Clinton School District,Race/Ethnicity,White,1084,0.9383,1148.0,0.9562,1246.0,0.9448,"41.296959017, -72.521066979)"
Clinton School District,High Needs,Students Without High Needs,823,0.9483,839.0,0.9664,909.0,0.9516,"41.296959017, -72.521066979)"
Clinton School District,High Needs,Students With High Needs,655,0.9272,694.0,0.9382,715.0,0.9373,"41.296959017, -72.521066979)"
Colchester School District,,All Students,2141,0.9318,2094.0,0.9506,2180.0,0.9523,"41.576577002, -72.302646987)"
Colchester School District,Students With Disabilities,Students With Disabilities,303,0.9145,311.0,0.929,319.0,0.9343,"41.576577002, -72.302646987)"
Colchester School District,Free/Reduced Lunch,Free Meal Eligible,409,0.9128,381.0,0.9089,417.0,0.9324,"41.576577002, -72.302646987)"
Colchester School District,Free/Reduced Lunch,Reduced Price Meal Eligible,97,0.9153,112.0,0.935,112.0,0.9382,"41.576577002, -72.302646987)"
Colchester School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,506,0.9133,493.0,0.9149,529.0,0.9336,"41.576577002, -72.302646987)"
Colchester School District,English Learners,English Learners,35,0.9226,,,,,"41.576577002, -72.302646987)"
Colchester School District,Race/Ethnicity,All other races,159,0.9376,151.0,0.949,141.0,0.9656,"41.576577002, -72.302646987)"
Colchester School District,Race/Ethnicity,Black or African American,33,0.9284,37.0,0.9209,36.0,0.9517,"41.576577002, -72.302646987)"
Colchester School District,Race/Ethnicity,Hispanic/Latino of any race,182,0.9209,167.0,0.929,158.0,0.9461,"41.576577002, -72.302646987)"
Colchester School District,Race/Ethnicity,White,1767,0.9324,1739.0,0.9534,1845.0,0.9518,"41.576577002, -72.302646987)"
Colchester School District,High Needs,Students Without High Needs,1405,0.9409,1380.0,0.9645,1453.0,0.9609,"41.576577002, -72.302646987)"
Colchester School District,High Needs,Students With High Needs,714,0.9152,699.0,0.9235,727.0,0.9349,"41.576577002, -72.302646987)"
Colebrook School District,,All Students,75,0.9241,78.0,0.9621,73.0,0.9683,"41.987965001, -73.092297033)"
Colebrook School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,20,0.9142,23.0,0.9602,,,"41.987965001, -73.092297033)"
Colebrook School District,Race/Ethnicity,White,71,0.9236,72.0,0.9614,67.0,0.9689,"41.987965001, -73.092297033)"
Colebrook School District,High Needs,Students Without High Needs,44,0.9265,38.0,0.9618,43.0,0.9698,"41.987965001, -73.092297033)"
Colebrook School District,High Needs,Students With High Needs,31,0.9207,37.0,0.9628,30.0,0.9661,"41.987965001, -73.092297033)"
Columbia School District,,All Students,413,0.9496,399.0,0.9549,390.0,0.9563,"41.703283334, -72.299803392)"
Columbia School District,Students With Disabilities,Students With Disabilities,43,0.9478,41.0,0.9323,47.0,0.9373,"41.703283334, -72.299803392)"
Columbia School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,90,0.9437,92.0,0.9309,91.0,0.9498,"41.703283334, -72.299803392)"
Columbia School District,Race/Ethnicity,Hispanic/Latino of any race,39,0.9506,30.0,0.9463,29.0,0.9666,"41.703283334, -72.299803392)"
Columbia School District,Race/Ethnicity,White,352,0.9504,342.0,0.9584,344.0,0.9557,"41.703283334, -72.299803392)"
Columbia School District,High Needs,Students Without High Needs,289,0.9515,265.0,0.9635,267.0,0.9593,"41.703283334, -72.299803392)"
Columbia School District,High Needs,Students With High Needs,121,0.9456,120.0,0.9338,123.0,0.9498,"41.703283334, -72.299803392)"
Cornwall School District,,All Students,105,0.9384,118.0,0.968,90.0,0.9553,"41.876742007, -73.341345002)"
Cornwall School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,32,0.9441,20.0,0.9729,,,"41.876742007, -73.341345002)"
Cornwall School District,Race/Ethnicity,White,87,0.9366,97.0,0.9664,68.0,0.9541,"41.876742007, -73.341345002)"
Cornwall School District,High Needs,Students Without High Needs,61,0.934,76.0,0.9653,57.0,0.9573,"41.876742007, -73.341345002)"
Cornwall School District,High Needs,Students With High Needs,42,0.9447,30.0,0.9715,33.0,0.952,"41.876742007, -73.341345002)"
Coventry School District,,All Students,1549,0.9295,1534.0,0.9512,1580.0,0.9434,"41.794808987, -72.367694998)"
Coventry School District,Students With Disabilities,Students With Disabilities,206,0.8936,205.0,0.9126,222.0,0.9241,"41.794808987, -72.367694998)"
Coventry School District,Free/Reduced Lunch,Free Meal Eligible,259,0.8879,302.0,0.9115,328.0,0.9193,"41.794808987, -72.367694998)"
Coventry School District,Free/Reduced Lunch,Reduced Price Meal Eligible,90,0.9288,92.0,0.942,72.0,0.9383,"41.794808987, -72.367694998)"
Coventry School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,349,0.8986,394.0,0.9186,400.0,0.9228,"41.794808987, -72.367694998)"
Coventry School District,Race/Ethnicity,Hispanic/Latino of any race,106,0.9055,111.0,0.931,112.0,0.9295,"41.794808987, -72.367694998)"
Coventry School District,Race/Ethnicity,White,1343,0.933,1328.0,0.955,1369.0,0.9458,"41.794808987, -72.367694998)"
Coventry School District,High Needs,Students Without High Needs,1053,0.9423,1004.0,0.9659,1053.0,0.9518,"41.794808987, -72.367694998)"
Coventry School District,High Needs,Students With High Needs,484,0.9028,515.0,0.922,527.0,0.9262,"41.794808987, -72.367694998)"
Cromwell School District,,All Students,1873,0.9445,1934.0,0.9581,1923.0,0.9733,"41.624505018, -72.658690034)"
Cromwell School District,Students With Disabilities,Students With Disabilities,211,0.9287,203.0,0.9367,204.0,0.9643,"41.624505018, -72.658690034)"
Cromwell School District,Free/Reduced Lunch,Free Meal Eligible,381,0.9265,409.0,0.9297,424.0,0.9655,"41.624505018, -72.658690034)"
Cromwell School District,Free/Reduced Lunch,Reduced Price Meal Eligible,105,0.9267,121.0,0.9459,102.0,0.9745,"41.624505018, -72.658690034)"
Cromwell School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,486,0.9265,530.0,0.9334,526.0,0.9673,"41.624505018, -72.658690034)"
Cromwell School District,English Learners,English Learners,99,0.9197,101.0,0.9239,98.0,0.9696,"41.624505018, -72.658690034)"
Cromwell School District,Race/Ethnicity,All other races,200,0.9429,202.0,0.9575,200.0,0.9759,"41.624505018, -72.658690034)"
Cromwell School District,Race/Ethnicity,Black or African American,126,0.9438,143.0,0.9358,151.0,0.9662,"41.624505018, -72.658690034)"
Cromwell School District,Race/Ethnicity,Hispanic/Latino of any race,254,0.931,242.0,0.9356,216.0,0.9651,"41.624505018, -72.658690034)"
Cromwell School District,Race/Ethnicity,White,1293,0.9475,1347.0,0.9645,1356.0,0.9751,"41.624505018, -72.658690034)"
Cromwell School District,High Needs,Students Without High Needs,1219,0.9532,1227.0,0.9706,1240.0,0.9767,"41.624505018, -72.658690034)"
Cromwell School District,High Needs,Students With High Needs,651,0.9286,693.0,0.9362,683.0,0.967,"41.624505018, -72.658690034)"
Danbury School District,,All Students,11783,0.9166,11455.0,0.9276,11718.0,0.949,"41.433189818, -73.427616078)"
Danbury School District,Homelessness,Students Experiencing Homelessness,25,0.8891,,,32.0,0.9052,"41.433189818, -73.427616078)"
Danbury School District,Students With Disabilities,Students With Disabilities,1432,0.8994,1435.0,0.9025,1487.0,0.9274,"41.433189818, -73.427616078)"
Danbury School District,Free/Reduced Lunch,Free Meal Eligible,4685,0.9092,4885.0,0.9111,5384.0,0.9418,"41.433189818, -73.427616078)"
Danbury School District,Free/Reduced Lunch,Reduced Price Meal Eligible,1172,0.9248,1240.0,0.9323,961.0,0.9549,"41.433189818, -73.427616078)"
Danbury School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,5857,0.9123,6125.0,0.9154,6345.0,0.9438,"41.433189818, -73.427616078)"
Danbury School District,English Learners,English Learners,3541,0.9114,3132.0,0.916,3463.0,0.9502,"41.433189818, -73.427616078)"
Danbury School District,Race/Ethnicity,All other races,992,0.9227,1008.0,0.9416,1005.0,0.9503,"41.433189818, -73.427616078)"
Danbury School District,Race/Ethnicity,Black or African American,785,0.9109,840.0,0.923,852.0,0.9325,"41.433189818, -73.427616078)"
Danbury School District,Race/Ethnicity,Hispanic/Latino of any race,7182,0.9137,6067.0,0.9194,5926.0,0.9502,"41.433189818, -73.427616078)"
Danbury School District,Race/Ethnicity,White,2824,0.9232,3540.0,0.9386,3935.0,0.9506,"41.433189818, -73.427616078)"
Danbury School District,High Needs,Students Without High Needs,3318,0.9347,3409.0,0.9545,3563.0,0.9591,"41.433189818, -73.427616078)"
Danbury School District,High Needs,Students With High Needs,7802,0.9098,7771.0,0.9165,8155.0,0.9445,"41.433189818, -73.427616078)"
Darien School District,,All Students,4675,0.9553,4633.0,0.9708,4675.0,0.9621,"41.073994986, -73.45822402)"
Darien School District,Students With Disabilities,Students With Disabilities,819,0.9465,753.0,0.9652,811.0,0.9574,"41.073994986, -73.45822402)"
Darien School District,Free/Reduced Lunch,Free Meal Eligible,47,0.9446,32.0,0.9599,78.0,0.9691,"41.073994986, -73.45822402)"
Darien School District,Free/Reduced Lunch,Reduced Price Meal Eligible,32,0.9617,28.0,0.9701,39.0,0.9671,"41.073994986, -73.45822402)"
Darien School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,79,0.9516,60.0,0.9644,117.0,0.9684,"41.073994986, -73.45822402)"
Darien School District,English Learners,English Learners,51,0.9454,52.0,0.9731,65.0,0.9568,"41.073994986, -73.45822402)"
Darien School District,Race/Ethnicity,All other races,457,0.9643,425.0,0.9784,409.0,0.9662,"41.073994986, -73.45822402)"
Darien School District,Race/Ethnicity,Black or African American,37,0.9547,42.0,0.9747,50.0,0.9762,"41.073994986, -73.45822402)"
Darien School District,Race/Ethnicity,Hispanic/Latino of any race,312,0.9508,298.0,0.9669,262.0,0.9594,"41.073994986, -73.45822402)"
Darien School District,Race/Ethnicity,White,3869,0.9546,3868.0,0.9703,3954.0,0.9616,"41.073994986, -73.45822402)"
Darien School District,High Needs,Students Without High Needs,3749,0.9571,3764.0,0.972,3744.0,0.9631,"41.073994986, -73.45822402)"
Darien School District,High Needs,Students With High Needs,899,0.9477,828.0,0.9657,931.0,0.9579,"41.073994986, -73.45822402)"
Deep River School District,,All Students,206,0.9565,215.0,0.9803,236.0,0.9614,"41.385842018, -72.434478985)"
Deep River School District,Students With Disabilities,Students With Disabilities,37,0.9469,31.0,0.9703,35.0,0.9587,"41.385842018, -72.434478985)"
Deep River School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,71,0.947,79.0,0.9679,88.0,0.9607,"41.385842018, -72.434478985)"
Deep River School District,Race/Ethnicity,White,178,0.9574,182.0,0.9806,196.0,0.9602,"41.385842018, -72.434478985)"
Deep River School District,High Needs,Students Without High Needs,107,0.9627,114.0,0.9888,131.0,0.9617,"41.385842018, -72.434478985)"
Deep River School District,High Needs,Students With High Needs,94,0.9495,94.0,0.9699,105.0,0.9611,"41.385842018, -72.434478985)"
Derby School District,,All Students,1222,0.8979,1229.0,0.9182,1237.0,0.9439,"41.317573009, -73.063078976)"
Derby School District,Students With Disabilities,Students With Disabilities,235,0.882,241.0,0.8942,256.0,0.9298,"41.317573009, -73.063078976)"
Derby School District,Free/Reduced Lunch,Free Meal Eligible,461,0.8761,577.0,0.8995,669.0,0.9342,"41.317573009, -73.063078976)"
Derby School District,Free/Reduced Lunch,Reduced Price Meal Eligible,72,0.9086,90.0,0.9367,105.0,0.9539,"41.317573009, -73.063078976)"
Derby School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,533,0.8804,667.0,0.9045,774.0,0.9368,"41.317573009, -73.063078976)"
Derby School District,English Learners,English Learners,42,0.8968,40.0,0.9325,29.0,0.964,"41.317573009, -73.063078976)"
Derby School District,Race/Ethnicity,All other races,104,0.8969,106.0,0.9083,106.0,0.9505,"41.317573009, -73.063078976)"
Derby School District,Race/Ethnicity,Black or African American,238,0.8972,234.0,0.9066,248.0,0.9387,"41.317573009, -73.063078976)"
Derby School District,Race/Ethnicity,Hispanic/Latino of any race,495,0.8914,474.0,0.913,437.0,0.9438,"41.317573009, -73.063078976)"
Derby School District,Race/Ethnicity,White,385,0.9068,415.0,0.9331,446.0,0.9451,"41.317573009, -73.063078976)"
Derby School District,High Needs,Students Without High Needs,509,0.9175,417.0,0.9401,377.0,0.9597,"41.317573009, -73.063078976)"
Derby School District,High Needs,Students With High Needs,663,0.884,763.0,0.9069,860.0,0.9372,"41.317573009, -73.063078976)"
Eastford School District,,All Students,126,0.9387,127.0,0.9543,129.0,0.9554,"41.902810019, -72.082108973)"
Eastford School District,Free/Reduced Lunch,Free Meal Eligible,31,0.9277,37.0,0.9267,46.0,0.9528,"41.902810019, -72.082108973)"
Eastford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,31,0.9277,37.0,0.9267,46.0,0.9528,"41.902810019, -72.082108973)"
Eastford School District,Race/Ethnicity,White,106,0.9378,101.0,0.9588,,,"41.902810019, -72.082108973)"
Eastford School District,High Needs,Students Without High Needs,77,0.9487,71.0,0.9652,66.0,0.9607,"41.902810019, -72.082108973)"
Eastford School District,High Needs,Students With High Needs,45,0.9271,53.0,0.9386,63.0,0.9499,"41.902810019, -72.082108973)"
East Granby School District,,All Students,839,0.9301,820.0,0.9203,827.0,0.958,"41.932232008, -72.769380022)"
East Granby School District,Students With Disabilities,Students With Disabilities,120,0.885,120.0,0.8348,119.0,0.9411,"41.932232008, -72.769380022)"
East Granby School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,119,0.8846,100.0,0.9014,130.0,0.9421,"41.932232008, -72.769380022)"
East Granby School District,Race/Ethnicity,All other races,98,0.9335,86.0,0.9281,94.0,0.9591,"41.932232008, -72.769380022)"
East Granby School District,Race/Ethnicity,Black or African American,68,0.9018,73.0,0.8647,68.0,0.9471,"41.932232008, -72.769380022)"
East Granby School District,Race/Ethnicity,Hispanic/Latino of any race,57,0.8757,56.0,0.8992,54.0,0.9509,"41.932232008, -72.769380022)"
East Granby School District,Race/Ethnicity,White,616,0.9379,605.0,0.9277,611.0,0.9596,"41.932232008, -72.769380022)"
East Granby School District,High Needs,Students Without High Needs,602,0.9433,607.0,0.9359,598.0,0.9628,"41.932232008, -72.769380022)"
East Granby School District,High Needs,Students With High Needs,222,0.8951,208.0,0.8747,229.0,0.9454,"41.932232008, -72.769380022)"
East Haddam School District,,All Students,951,0.9391,932.0,0.9678,961.0,0.9559,"41.492407216, -72.445764095)"
East Haddam School District,Students With Disabilities,Students With Disabilities,134,0.9292,126.0,0.952,115.0,0.9512,"41.492407216, -72.445764095)"
East Haddam School District,Free/Reduced Lunch,Free Meal Eligible,198,0.9132,161.0,0.9482,197.0,0.9425,"41.492407216, -72.445764095)"
East Haddam School District,Free/Reduced Lunch,Reduced Price Meal Eligible,39,0.931,40.0,0.9514,46.0,0.9525,"41.492407216, -72.445764095)"
East Haddam School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,237,0.9162,201.0,0.9489,243.0,0.9444,"41.492407216, -72.445764095)"
East Haddam School District,Race/Ethnicity,Hispanic/Latino of any race,121,0.9245,41.0,0.9615,,,"41.492407216, -72.445764095)"
East Haddam School District,Race/Ethnicity,White,787,0.9411,848.0,0.9687,884.0,0.956,"41.492407216, -72.445764095)"
East Haddam School District,High Needs,Students Without High Needs,616,0.9475,629.0,0.9744,647.0,0.9603,"41.492407216, -72.445764095)"
East Haddam School District,High Needs,Students With High Needs,320,0.9235,286.0,0.9532,314.0,0.9469,"41.492407216, -72.445764095)"
East Hampton School District,,All Students,1713,0.9413,1759.0,0.9599,1794.0,0.9563,"41.568227998, -72.522763979)"
East Hampton School District,Students With Disabilities,Students With Disabilities,272,0.9265,257.0,0.9409,259.0,0.9397,"41.568227998, -72.522763979)"
